Language,Cleaned_text
Italian,particolare essa basa diritto citazione testimonianza attendibilit contenuti presenti citino dunque fonte origine classificandosi dunque fonte terziaria
Italian,registrazione obbligatoria consigliata
Italian,causa natura aperta vandalismi imprecisioni problemi riscontrabili wikipedia
Italian,miglioramento dellenciclopedia dovuto unicamente continuo apporto contributi terminus nuovi contenuti revisioni forma formattazione secondo linee guida parte utenti volontari
Italian,caratteristica voci wikipedia inoltre lavere frequenti collegamenti ipertestuali altre voci dellenciclopedia permettono facile navigazione portale pi facile approfondimento altre voci stile dunque ricorda web web statico mentre fatto piattaforma mediawiki appartiene web web dinamico
Italian,tutte voci comunemente rintracciabili tramite ricerca web google solitamente indicizza prime posizioni lenciclopedia pu essere vista vero proprio portale web accesso pagina principale fornisce primo piano voce giorno voce qualit ricorrenze giorno motore ricerca interno ecc
Italian,foto varie voci provengono progetto wikimedia common vengono caricate poi richiamate voci wikipedia
Italian,garantire tale progresso wikipedia fonda cinque pilastri seguenti linee guida volta identificare quali tipi informazioni adatte esservi inserite codice comportamento detto wikiquette
Italian,esse fa spesso riferimento dispute decidere particolare contenuto debba essere aggiunto rivisto trasferito progetto affine oppure rimosso
Italian,principi base wikipedia punto vista neutrale secondo esempio opinioni presentate personaggi importanti opere letterarie vengono riassunte senza tentare determinarne verit oggettiva
Italian,edizioni wikipedia contengono spesso sportello informazioni comunit risponde domande tecniche utenti
Italian,originariamente pubblicata sotto licenza libera gfdl giugno migrata licenza creative common bysa pi compatibile scopi usi wikipedia generale progetti wikimedia licenze creative common esistevano nascita progetto
Italian,cambiamento licenza stato sottoposto votazione comunit
Italian,licenza sotto voci wikipedia rese disponibili molte licenze copyright tipo permissivo copyleft tipo forte permette redistribuzione creazione opere derivate luso commerciale contenuto condizione mantenga lattribuzione autori contenuto rimanga disponibile sotto stessa licenza
Italian,quando utente contribuisce progetto materiale originale diritti dautore rimangono possesso egli acconsente concedere propria opera sotto licenza libera
Italian,materiale wikipedia pu quindi essere distribuito incorporato fonti volta usino licenza
Italian,contenuto wikipedia stati creati numerosi mirror progetti derivati partire copie database
Italian,sebbene testi disponibili sotto stessa licenza percentuale significativa immagini suoni wikipedia liberi elementi loghi aziendali saggi testi canzoni foto giornalistiche protette copyright usate rivendicazione fair use tuttavia alcuni paesi concetto fair use presente corpo legislativo quindi opere contenessero elementi potrebbero essere inammissibili
Italian,wikipedia ricevuto materiale condizione possano produrre lavori derivati possa essere usato solo allinterno wikipedia
Italian,alcune edizioni comunque accettano solo contenuti multimediali liberi copyright
Italian,wikipedia condivide risorse software hardware altri progetti wikimedia foundation particolare motore interpreta markup pagine mediawiki server salvati database contengono pagine dellenciclopedia
Italian,maggio presenti diverse edizioni linguistiche wikipedia attive
Italian,versione lingua italiana wikipedia soprannominata itwiki nata maggio sotto nome dominio terzo livello itwikipediaorg
Italian,nascono wikipedia latino occitano
Italian,aprile nasce wikipedia sardo poi ottobre wikipedia siciliano gennaio wikipedia friulano seguire corso versioni linguistiche corso napoletano romancio veneto lombardo
Italian,nate poi edizioni ligure piemontese francoprovenzale tarantino
Italian,nata emiliano romagnolo
Italian,creazione wikipedia lingua ladina stata fase test fino quando stata resa operativa
Italian,nome wikipedia composto prefisso wiki dallhawaiano wiki veloce suffisso pedia greco antico paideia formazione
Italian,progetto prevede pronuncia ufficiale nome proprio lascia libert pronunciarlo secondo proprie preferenze
Italian,pronuncia vichipeda preferibile linguisticamente pi integrata considerando pronuncia consolidata lingua italiana suffisso peda peda pedia enciclopedia pronuncia consolidata lettera w wiki vchi viki wafer wc
Italian,laccademia crusca espressa analogamente pi occasioni
Italian,pronunce anglicizzanti inglesi italianizzate meno integrate sistema linguistico dellitaliano tuttavia diffuse
Italian,dizionario pronuncia italiana luciano canepari uniformandosi pronuncia inglese riporta wikipdja uichipdia forma primaria wikipidja uichipdia accettabile wikipedia uichipeda pronuncia intenzionale fare sfoggio
Italian,inglese dice comunemente wkipidi wikipidi esiste pronuncia ufficiale
Italian,wikipedia regolata alcun comitato redazione centrale voci scritte spontaneamente centinaia migliaia volontari remunerati n iscritti associazioni organizzano autonomamente stabilendo solo regole interne svolgimento argomenti voci
Italian,wikipedia infatti costruita convinzione collaborazione utenti possa tempo migliorare voci pi meno stesso spirito viene sviluppato software libero
Italian,caso software libero chiunque pu prelevarne sorgenti modificarli ridistribuirli eppure solitamente programmatori limitano proporre alcune modifiche autori quali adottano oppure no insindacabile giudizio
Italian,voci sempre aperte modifiche tranne quando vengono protette tempo determinato causa vandalismi edit war dichiara mai conclusa stesura voce
Italian,accade alcuni utenti provino inserire informazioni malevole goliardiche enciclopedicamente irrilevanti vengono generalmente rimosse prontamente altri utenti
Italian,tipo modifiche gergo chiamato vandalismo
Italian,wikipedia mantiene approccio ottimistico bont modifiche proposte coloro visitano sito wikipedia possibilit creare modificare voce vedere pubblicate allistante modifiche
Italian,autori voci devono avere necessariamente alcuna competenza qualifica formale argomenti trattati devono basare proprie pubblicazioni fonti autorevoli avvertiti contributi possono essere cancellati volta modificati redistribuiti chiunque terminus licenza linee guida interne wikipedia
Italian,voci controllate comunit supporto gruppo amministratori svolgono alcune azioni tecniche
Italian,decisioni prendere contenuto politiche editoriali wikipedia ottenute norma consenso alcuni casi votazione sebbene alcuni anni jimmy wale riservato decisioni alcuni casi nelledizione inglese
Italian,grazie software wiki tutte modifiche voci wikipedia archiviate cronologia versioni accessibile chiunque
Italian,wikipedia perci prima grandi enciclopedie permette osservare processo sviluppo tempo voce verificare contenuto stato oggetto controversie
Italian,persino cancellazioni altri vandalismi pagina subisce norma visibili
Italian,punti vista contestati espressi dato momento successivamente cancellati rimangono consultabili forniscono informazioni complementari sullargomento oggetto voce grado controversia aggiungendovi inoltre dimensione temporale
Italian,oltre alleditor classico utilizza linguaggio markup estremamente semplificato e
Italian,molto pi semplice dellhtml software mediawiki mette disposizione editor visuale chiamato visualeditor
Italian,gergo wikipedia autori cio quegli utenti collaborano attivamente allinserimento contenuti chiamati wikipediani formano unampia variegata comunit pratica
Italian,lattivit wikipediano riconosciuta profilo professionale dalliwa international webmaster association
Italian,wikipedia distinzioni formali collabora progetto decisioni idealmente prese raggiungendo consenso coloro coinvolti
Italian,mese giugno utenti attivi cio contribuito wikipedia almeno cinque interventi ciascuno oltre nellambito tre edizioni maggiori ovvero lingua inglese tedesca giapponese
Italian,gruppo pi attivo composto quasi utenti circa lavorava tre edizioni maggiori fornito contributi pi testa corso mese
Italian,secondo wikimedia quarto traffico wikipedia proviene utenti registrati difficilmente diventeranno collaboratori stabili
Italian,lavori manutenzione svolti gruppo volontari chiamati seconda ruolo sviluppatori steward check user oversight burocrati amministratori complesso alcune migliaia persone
Italian,amministratori sysop pi numerosi oltre quattromila attribuite alcune funzioni tecniche aggiuntive servono impedire caso necessit modifica singole voci cancellare ripristinare voci togliere modo temporaneo permanente alcuni utenti facolt modificare wikipedia seguendo stabilito linee guida comunit
Italian,amministratori moderatori controllo leliminazione vandalismi carico tutta comunit utenti
Italian,atti vandalismo infrazioni pi lievi linee guida possono comportare avvertimento blocco temporaneo mentre blocchi lungo termine permanenti conseguenza infrazioni prolungate gravi genere decisi comunit alcune edizioni comitato arbitrale
Italian,lex redattore capo wikipedia larry sanger affermato avere licenza libera gfdl garanzia libert forte motivazione lavorare unenciclopedia libera
Italian,studio wikipedia comunit docente economia andrea ciffolilli sostenne basso costo transazione partecipazione software wiki crea catalizzatore sviluppo collaborativo approccio costruzione creativa incoraggia partecipazione
Italian,wikipedia stata vista esperimento sociale democrazia
Italian,fondatore replicato stata pensata tale piuttosto conseguenza
Italian,pagina proposito fare ricerche wikipedia autori spiegano wikipedia importante comunit sociale autori voci pu venir chiesto difendere spiegare operato discussioni immediatamente visibili
Italian,wikipedia possiede comunit utenti proporzione pochi molto attivi
Italian,william g emigh susan herring affermano pochi utenti attivi quando agiscono concerto norme stabilite allinterno sistema redazionale aperto possono raggiungere controllo totale contenuto prodotto sistema cancellando letteralmente diversit controversie inconsistenze omogeneizzando voci collaboratori redattori wikinfo progetto derivato wikipedia sostengono analogamente contributori nuovi controversi wikipedia spesso ingiustamente etichettati troll utenti problematici viene impedito apportare modifiche
Italian,comunit wikipedia stata criticata fatto rispondere lamentele riguardo qualit voce consigliando lamenta correggere voce
Italian,wikipedia richiede propri collaboratori osservare punto vista neutrale quando scrivono inserire alcuna ricerca originale momento unenciclopedia fonte terziaria
Italian,condotta rigorosamente applicata mette sicuro lenciclopedia eventuali minacce legali reati diffamazione contempo conferisce obiettivit affidabilit
Italian,punto vista neutrale s linea condotta negoziabile rende chiaro lobiettivo dellenciclopedia presentare dispute descriverle piuttosto impegnarsi esse
Italian,qualora completamente raggiunto wikipedia troverebbe essere scritta base singolo punto vista oggettivo presentare modo imparziale aspetti questione attribuendoli modo neutrale propri sostenitori
Italian,politica impone ciascun punto vista debba ricevere trattazione adeguata seguito
Italian,opinioni teorie inedite considerate ricerche originali pubblicabili wikipedia dato incompatibili concetto enciclopedia unopera compilativa possono essere presentate secondo punto vista neutrale fonti indipendenti
Italian,collaboratori wikipedia mantengono pi variet politiche linee guida minori
Italian,contrario altri progetti basati wiki portland pattern repository ward cunningham considerato linventore wiki wikipediani usano cosiddette pagine discussione discutere modifiche voci piuttosto farlo allinterno voci
Italian,collaboratori wikipedia spesso modificano spostano cancellano voci considerate inadatte unenciclopedia definizioni dizionario esistono progetti appositi wikizionario testi fonti originali
Italian,varie edizioni wikipedia facenti capo comunit distinte base linguistica stabiliscono autonomamente proprie convenzioni stilistiche
Italian,contenuto wikipedia viene distribuito diverse modalit
Italian,parte distribuzione forma originale online attraverso siti ufficiali molti mirror creati altri server web versioni stampate pronte stampa wikipedia ottenuto popolarit
Italian,cosiddetti wikireader pubblicazioni carta selezioni voci stati lanciati wikipedia tedesca tardo febbraio primo wikireader svezia thomas karcher
Italian,fatto seguito altri wikireader preparati formato pdf versioni stampate preparazione vendita
Italian,lesempio tedesco stato ripreso altrove nati altri progetti wikireader opera utenti cinesi inglesi francesi polacchi
Italian,wikipress messo vendita libro brossura delledizione comprensivo dvd
Italian,seguito stata aggiunta wikipedia unestensione ogni utente pu raccogliere pi voci dellenciclopedia libri possono essere consultati offline distribuiti ebook gratuiti essere stampati volume grazie servizio online pagamento
Italian,disponibili cd dvd wikipedia
Italian,progetto tedesco wikipedia stato primo distribuire versione supporti attualmente giunto seconda edizione
Italian,partire settembre ledizione italiano wikipedia stata pubblicata versione dvd diventando co seconda essere distribuita tale supporto
Italian,contenuti wikipedia consultabili tramite dispositivi mobili cellulari palmari smartphone ecc
Italian,esiste infatti versione mobile sito consente accedere voci wikipedia presentandole veste grafica semplificata adatta tipo dispositivi
Italian,servizio qrpedia consente generare codici qr contenenti particolari link permettono accedere versione wikipedia mobile data voce puntando automaticamente pagina stessa lingua dispositivo uso
Italian,disponibili inoltre applicazioni dedicate vari dispositivi mobili esempio wikipedia mobile iphone wikipedia mobile android
Italian,latteggiamento dellaccademico medio verso principale strumento consultazione epoca particolare studenti conferma conclusioni gi arrivati
Italian,egli quasi sempre consulta wikipedia propria scelta perch motori ricerca dirigono automaticamente voci prende considerazione possibilit contribuirvi tre motivi principali perch ritiene livello troppo basso proprio settore specialistico perch ritiene s stesso troppo incompetente qualsiasi altro settore perch tempo perdere lavori assicurano n compensi economici n titoli utili carriera reputazione wikipedia mezzo consultazione soggetta discussioni opposti orientamenti parte elogiata libera distribuzione libera compilazione ampia gamma argomenti trattati dallaltra criticata presunti pregiudizi sistemici secondo vengono privilegiate voci interesse singoli contributori indipendentemente oggettiva importanza lacune alcuni argomenti mancanza responsabilit autorit rapporto enciclopedie tradizionali
Italian,concetto enciclopedia wikipedia oggetto dibattito maggior ragione quando essa incrementato importanza
Italian,critiche pi frequenti riguardano mancanza affidabilit conoscenza autorevolezza
Italian,critica pi forte riguarda laffidabilit terminus contenuti fermo restando natura work progress dellopera ovvero continuum tendenza miglioramento tempo terminus completezza affidabilit contenuti riguardo studio rivista nature messo confronto versione inglese wikipedia famosa enciclopedia britannica evidenziato differenza minimum terminus errori due errori medium ciascuna voce wikipedia britannica
Italian,addetti lavori mondo cartaceo bibliotecari accademici redattori editori enciclopedie classiche considerano invece wikipedia scarsa nulla utilit mezzo consultazione
Italian,altri ritengono wikipedia qualit sufficiente almeno alcune aree sostenuti fatto essa vinto test comparativo proposto ct rivista tedesca informatica
Italian,molti elogi attribuiti fatto essere contenuto libero aperta modifiche chiunque
Italian,redattori wikipedia stati piuttosto attivi valutare positivamente negativamente lenciclopedia
Italian,forte critica viene robert cailliau ideatori web affermato wikipedia rappresenta proprio volevamo diventasse web perch wikipedia concentra solo luogo gran numero informazioni invece menti ideatori struttura rete parte tecnica informazioni distribuite equamente nodi modo venisse mancare nodi formasse voragine dinformazione
Italian,fatto wikipedia funziona molto efficacemente aggregatore informazioni notizie provenienti numerose fonti primarie cartacee web fronte allenorme numero informazioni disperse web cresciute web stesso stimolando stesso tempo condivisione sapere rete senso responsabilit
Italian,stesso tempo difensori fruitori esaltano portabilit rispetto enciclopedie cartacee ovvero disponibilit portata click
Italian,wikipedia stata usata medium membri comunit accademica altri fonte informativa principale secondaria
Italian,alcuni organi dinformazione citato voci wikipedia fonte segnalate informazioni aggiuntive disponibili web alcuni casi modo reiterato
Italian,secondo elenchi tenuti contributori wikipedia voci state citate maggiore frequenza medium contenuto informativo pi raramente studi accademici libri conferenze aule giudiziarie
Italian,esempio sito parlamento canada cita voce inglese wikipedia matrimoni gay letture consigliate riguardo proprio progetto legge
Italian,alcuni utenti mantengono liste incomplete casi wikipedia stata citata fonte
Italian,critici sostengono laccesso scrittura chiunque renda wikipedia prodotto inaffidabile
Italian,wikipedia contiene alcun processo formale sistematico revisione dunque controllo fatti contributori potrebbero essere esperti argomenti scrivono
Italian,bibliotecario consulente internet philip bradley dichiar britannico guardian avere intenzione utilizzare wikipedia essere conoscenza solo bibliotecario
Italian,problema principale mancanza autorevolezza
Italian,pubblicazioni stampate editori devono garantire dati attendibili sostentamento dipende
Italian,qualcosa perde significato
Italian,analogamente direttore responsabile dellencyclopdia britannica ted pappa disse guardian presupposto wikipedia continuo miglioramento porter perfezione
Italian,tale presupposto assolutamente dimostrato
Italian,discutere wikipedia fonte accademica danah boyd ricercatrice presso school of information management and system sims delluniversit california berkeley scrisse wikipedia sar mai unenciclopedia conterr vasta conoscenza piuttosto valida diversi scopi
Italian,alcuni articoli accademici sottoposti revisione paritaria pubblicati rivista scientifica science riportato riferimenti voci wikipedia
Italian,latteggiamento mondo scientifico verso wikimedia strumento consultazione stato solo negativo
Italian,voci wikipedia state citate enhanced perspective abstract pi recenti entusiasmanti ricerche scientifiche disponibili on line sito science
Italian,primo talus abstract avere link wikipedia white collar protein sens blue light linden allora altre seguirono
Italian,talus collegamenti tuttavia proposti lettore solo letture supplementari fonti usate dallautore dellarticolo enhanced perspective pensate servire esse materiale riferimento
Italian,articolo the faithbased encyclopedia lenciclopedia basata fiducia lex direttore britannica robert mchenry critic lapproccio wiki sostenendo vicina qualche momento vita raggiungimento credibilit voce wikipedia sempre aperta qualche ficcanaso poco informato semi acculturato lutente visita wikipedia apprendere qualche argomento confermare qualche dato fatto piuttosto posizione dellavventore bagno pubblico
Italian,potrebbe essere palesemente sporco co egli sa dover fare molta attenzione potrebbe sembrare discretamente pulito co egli potrebbe farsi cullare falso senso sicurezza
Italian,certamente pu sapere usato servizi prima
Italian,rispondere tale critica stati proposti metodi indicare lorigine materiale voci wikipedia
Italian,lidea fornire provenienza fonte ciascun intervallo testo voce provenienza temporale indicarne lannata
Italian,modo lettore pu conoscere usato servizi prima tempo comunit impiegato elaborare giudicare informazioni contenute voce scopo fornire calibratura senso sicurezza
Italian,comunque proposte riguardanti provenienza abbastanza controverse
Italian,ideatori progetto larry sanger critic wikipedia supposta filosofia antielitaria attivo disprezzo competenza
Italian,processo redazione wikipedia presuppone lesposizione voce molti utenti conduca tempo s allaccuratezza
Italian,riferimento legge linus sviluppo open source sanger passato sostenuto dati sufficienti occhi errori superficiali
Italian,jichi it personaggio spicco mondo tecnologico poi scritto proposito dellautorit wikipedia sebbene dipenda po dallargomento linterrogativo qualcosa tutta probabilit vera quando provenga fonte curriculum suoni autorevole oppure fonte stata esaminata centinaia migliaia persone capacit commentare sopravvissuta
Italian,contrario test informale capacit wikipedia individuare informazioni errate lautore sottoline processo usato wikipedia realmente meccanismo grado verificare fatti tanto meccanismo voto materiale apparisse apertamente falso verrebbe accettato vero
Italian,wikipedia stata accusata insufficienza conoscenza causa natura volontaria riflettere pregiudizi sistemici collaboratori
Italian,redattore capo britannica dale hoiberg commentato persone scrivono cose quali interessate perci molti argomenti vengono coperti notizie attualit trattate molto dettaglio
Italian,nelledizione inglese wikipedia voce sulluragano france lunga cinque volta sullarte cinese voce soap opera coronation street lunga doppio primo ministro inglese tony blair lex redattore capo nupedia larry sanger afferm quando tratta argomenti relativamente specializzati fuori interessi molti collaboratori credibilit progetto molto irregolare
Italian,wikipedia stata elogiata poich wiki permette voci essere aggiornate create risposta avvenimenti attualit
Italian,esempio voce maremoto delloceano indiano edizione inglese venne citata spesso stampa poco dopo lepisodio
Italian,redattori affermato wikipedia sito web capace includere voci pi ampio numero argomenti potrebbe fare unenciclopedia stampata
Italian,rivista informatica tedesca ct nellottobre fatto confronto enciclopedie brockhaus premium microsoft encarta wikipedia
Italian,esperti valutato voci varie discipline
Italian,punteggio complessivo wikipedia ottenuto punti brockhaus premium microsoft encarta
Italian,unanalisi enciclopedie online professori indiana university emigh herring poi sostenuto wikipedia apporta miglioramenti tradizionali fonti informazione specialmente aree forte tecnologia avvenimenti dattualit
Italian,fine sorta controversia dopo giornalista john seigenthaler sr notato biografia stata vandalizzata inserendo informazioni false
Italian,portato decisione restringere nelledizione wikipedia inglese possibilit creare nuove voci solo utenti registrati
Italian,rivista scientifica nature riportava risposta caso seigenthaler risultati studio comparato secondo voci scientifiche wikipedia comparabili accuratezza presenti nellenciclopedia britannica sulledizione inglese wikipedia riscontrati medium errori voce britannica
Italian,ricerca nature notevole scalpore medium quali stata spesso citata dimostrazione dellefficacia progetti basati crowdsourcing
Italian,secondo nuovo studio condotto societ epic alcuni ricercatori delluniversit oxford wikipedia divenuta pi precisa documentata aggiornata rispetto britannica
Italian,dicembre gennaio ledizione lingua italiana wikipedia stata sottoposta esperimento parte settimanale lespresso inserito volutamente quattro errori altrettante voci dellenciclopedia lvaro recoba ugo foscolo giovanni spadolini georg hegel voce inventata inesistente poeta nome carlo zamolli
Italian,voce lvaro recoba stata corretta poco pi unora
Italian,voce georg hegel stata corretta dopo dieci giorni
Italian,altre due voci contenenti inserimenti errati voce inventata state corrette solo dopo luscita settimanale edicole
Italian,ulteriore esempio voce intitolata elia spallanzani inventata inserita gennaio stata corretta fino maggio corso procedura cancellazione voce stata modificata modo chiarire trattava biografia immaginaria
Italian,pamphlet specializzazione frammentazione disgregazione sapere lucio russo conclude facile prevedere lesito dellesperimento sociologicoculturale massa wikipedia credo ogni caso tentativo ricostruire basso strumento condivisibile conoscenza partecipando milioni volontari mondo costituisca unesperienza potr prescindere futuro autorizza qualche timida speranza wikipedia vinto due premi importanti maggio primo stato golden nica comunit digitali allinterno prix ar electronica linz austria annualmente consegnati premi campo dellarte elettronica interattiva dellanimazione computer cultura digitale musica
Italian,premio accompagnato finanziamento euro invito presenziare pae cyberart festival quellanno
Italian,secondo stato webby award premio annuale migliori siti web proposto giuria categoria comunit
Italian,wikipedia stata nominata premio categoria migliori attivit
Italian,settembre ledizione giapponese wikipedia ottenuto premio creazione web associazione inserzionisti giappone
Italian,premio normalmente consegnato singole persone distinte contributo web giapponese stato ritirato collaboratore lunga data conto progetto
Italian,wikipedia ricevuto plausi fonti giornalistiche quali bbc news usa today the economist newsweek businessweek chicago suntimes time magazine wired magazinesenza fonte
Italian,dicembre wikipedia italiano ricevuto due premi nellambito premio www organizzato sole ore nelledizione stesso premio aggiudica categoria portali siti informazione community
Italian,lancio wikipedia avvenuto stato inserito webby award momenti pi importanti internet nellultimo decennio
Italian,wikipedia riconosciuta guinness world record guinness primati pi grande enciclopedia online pi grande enciclopedia assoluto
Italian,altri progetti lapprendimento automatico letteratura lingua anglosassone machine learning branca dellintelligenza artificiale raccoglie metodi sviluppati ultimi decenni xx secolo varie comunit scientifiche sotto diversi nomi quali statistica computazionale riconoscimento pattern reti neurali artificiali filtraggio adattivo teoria sistemi dinamici elaborazione immagini data mining algoritmi adattivi ecc utilizza metodi statistici migliorare performance algoritmo nellidentificare pattern dati
Italian,nellambito dellinformatica lapprendimento automatico variante programmazione tradizionale macchina predispone labilit apprendere qualcosa dati maniera autonoma senza istruzioni esplicite
Italian,arthur samuel coni termine linea principio identifica due approcci distinti
Italian,primo metodo indicato rete neurale sviluppa macchine apprendimento automatico impiego generale comportamento appreso rete commutazione connessa casualmente seguito routine apprendimento basata ricompensa punizione apprendimento rinforzo
Italian,secondo metodo pi specifico consiste riprodurre lequivalente rete altamente organizzata progettata imparare solo attivit specifiche
Italian,seconda procedura necessita supervisione richiede riprogrammazione ogni nuova applicazione molto pi efficiente punto vista computazionale
Italian,lapprendimento automatico strettamente legato riconoscimento pattern teoria computazionale dellapprendimento esplora studio costruzione algoritmi possano apprendere insieme dati fare predizioni costruendo modo induttivo modello basato campioni
Italian,lapprendimento automatico viene impiegato quei campi dellinformatica quali progettare programmare algoritmi espliciti impraticabile possibili applicazioni citiamo filtraggio email evitare spam lindividuazione intrusioni rete intrusi cercano violare dati riconoscimento ottico caratteri motori ricerca visione artificiale
Italian,lapprendimento automatico collegato spesso sovrappone statistica computazionale occupa dellelaborazione predizioni tramite luso computer
Italian,lapprendimento automatico fortemente legato allottimizzazione matematica fornisce metodi teorie domini applicazione campo
Italian,usi commerciali lapprendimento automatico conosciuto analisi predittiva
Italian,lapprendimento automatico sviluppa studio dellintelligenza artificiale strettamente collegato infatti gi primo tentativi definire lintelligenza artificiale disciplina accademica alcuni ricercatori mostrati interessati possibilit macchine imparassero dati
Italian,ricercatori particolare marvin minsky arthur samuel frank rosenblatt provarono avvicinarsi problema attraverso vari metodi formali vengono definite reti neurali tardi anni
Italian,reti neurali allora costituite singoli percettroni modelli matematici derivati modello lineare generalizzato statistica ladaline widrow
Italian,prov sfruttare ragionamenti probabilistici particolare diagnosi mediche automatiche
Italian,sempre anni alan turing propose lidea macchina apprende ovvero grado imparare dunque diventare intelligente
Italian,proposta specifica turing anticipa algoritmi genetici
Italian,tuttavia gi met anni studio dellintelligenza artificiale concentrando approcci logici tipo knowledgebased nota oggi sotto nome gofai causando distacco studio dellia dellapprendimento automatico
Italian,sistemi tipo probabilistico invasi problemi teoretici pratici terminus acquisizione rappresentazione dati
Italian,anni ottanta sistemi esperti dominavano campo dellia sistemi basati statistica venivano pi studiati
Italian,studio dellapprendimento simbolico knowledgebased continu nellambito dellia portando sviluppare programmazione logica induttiva os ricerca pi prettamente statistica svolgeva fuori campo vero proprio dellintelligenza artificiale riconoscimento pattern nellinformation retrieval
Italian,altro motivo studio dellapprendimento automatico abbandonato pubblicazione libro perceptrons an introduction to computational geometry marvin minsky seymour papert descrivevano alcune limitazioni percettroni reti neurali
Italian,ricerca reti neurali sub significativo rallentamento causa dellinterpretazione libro descriveva intrinsecamente limitate
Italian,linea ricerca reti neurali continu fuori campo dellia portata avanti ricercatori provenienti altre discipline quali hopfield rumelhart hinton fukushima
Italian,successo principale met anni riscoperta backpropagation selforganization
Italian,lapprendimento automatico sviluppatosi campo studi separato dallia classica cominci rifiorire anni
Italian,obiettivo cambi dallottenere lintelligenza artificiale affrontare problemi risolvibili natura pratica
Italian,distolse inoltre propria attenzione approcci simbolici ereditato dallia diresse verso metodi modelli presi prestito statistica teoria probabilit
Italian,lapprendimento automatico inoltre beneficiato nascita internet reso linformazione digitale pi facilmente reperibile distribuibile
Italian,tom m mitchell fornito definizione pi citata apprendimento automatico libro machine learning dice programma apprende dallesperienza riferimento alcune classi compiti t misurazione performance p performance compito t misurato p migliorano lesperienza poche parole potrebbe semplificare dicendo programma apprende miglioramento prestazioni dopo compito svolto
Italian,definizione mitchell rilevante poich fornisce definizione operativa dellapprendimento automatico invece terminus cognitivi
Italian,fornendo definizione mitchell fatto segue proposta alan turing articolo computing machinery and intelligence sostituendo domanda macchine possono pensare
Italian,domanda macchine possono fare entit pensanti possiamo fare
Italian,lobiettivo principe dellapprendimento automatico macchina grado generalizzare propria esperienza ossia grado svolgere ragionamenti induttivi
Italian,contesto generalizzazione intende labilit macchina portare termine maniera accurata esempi compiti nuovi mai affrontato dopo aver fatto esperienza insieme dati apprendimento
Italian,esempi addestramento inglese chiamati training example assume provengano qualche distribuzione probabilit generalmente sconosciuta considerata rappresentativa spazio occorrenze fenomeno apprendere macchina compito costruire modello probabilistico generale spazio occorrenze maniera tale essere grado produrre previsioni sufficientemente accurate quando sottoposta nuovi casi
Italian,lanalisi computazionale algoritmi apprendimento automatico prestazioni branca dellinformatica teorica chiamata teoria dellapprendimento
Italian,dato esempi addestramento insiemi finiti dati modo sapere levoluzione futura modello teoria dellapprendimento offre alcuna garanzia prestazioni algoritmi
Italian,daltro canto piuttosto comune talus prestazioni vincolate limiti probabilistici
Italian,biasvariance tradeoff modi quantificare lerrore generalizzazione
Italian,affinch generalizzazione offra migliori prestazioni possibili complessit dellipotesi induttiva deve essere pari complessit funzione sottostante dati
Italian,lipotesi meno complessa funzione allora modello manifesta underfitting
Italian,quando complessit modello viene aumentata risposta allora lerrore apprendimento diminuisce
Italian,contrario invece lipotesi troppo complessa allora modello manifesta overfitting generalizzazione sar pi scarsa
Italian,oltre limiti prestazioni teorici dellapprendimento studiano complessit temporale fattibilit dellapprendimento stesso
Italian,computazione considerata fattibile pu essere svolta tempo polinomiale
Italian,compiti dellapprendimento automatico vengono tipicamente classificati tre ampie categorie seconda natura segnale utilizzato lapprendimento feedback disponibile sistema apprendimento
Italian,categorie dette paradigmi met strada lapprendimento supervisionato supervisionato lapprendimento semisupervisionato linsegnante fornisce dataset incompleto lallenamento cio insieme dati lallenamento quali dati senza rispettivo output desiderato
Italian,trasduzione caso speciale principio lintero insieme istanze problema noto durante lapprendimento eccetto parte output desiderati mancante
Italian,unaltra categorizzazione compiti dellapprendimento automatico rileva quando considera loutput desiderato sistema apprendimento automatico
Italian,lapprendimento automatico statistica discipline strettamente collegate
Italian,secondo michael jordan idee dellapprendimento automatico principi metodologici strumenti teorici stati sviluppati prima statistica
Italian,jordan suggerito termine data science nome chiamare lintero campo studi
Italian,leo breiman distinto due paradigmi statistici modellazione modello basato dati modello basato algoritmi modello basato algoritmi indica approssimativamente algoritmi apprendimento automatico foresta casuale
Italian,alcuni statistici adottato metodi provenienti dallapprendimento automatico portato creazione disciplina combinata chiamata apprendimento statistico
Italian,lapprendimento automatico viene volta unito data mining focalizza maggiormente sullanalisi esplorativa dati utilizza principalmente paradigma apprendimento chiamato apprendimento supervisionato
Italian,invece lapprendimento automatico pu essere supervisionato
Italian,lapprendimento automatico data mining infatti sovrappongono modo significativo mentre lapprendimento automatico concentra previsione basata propriet note apprese dati data mining concentra scoperta propriet prima sconosciute dati
Italian,data mining sfrutta metodi dellapprendimento automatico obiettivi differenti daltro canto lapprendimento automatico utilizza metodi data mining metodi apprendimento supervisionato passi preprocessing aumentare laccuratezza dellapprendimento
Italian,gran parte confusione due comunit ricerca scaturisce dallassunzione base operato nellapprendimento automatico prestazioni generalmente valutate base allabilit riprodurre conoscenza gi acquisita mentre data mining compito chiave scoperta conoscenza prima
Italian,lapprendimento automatico legami molto stretti lottimizzazione molti problemi apprendimento formulati minimizzazione qualche funzione costo insieme esempi apprendimento
Italian,funzione costo funzione perdita rappresenta discrepanza previsioni modello addestrando istanze problema reale
